종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%)
021040,대호피앤씨,719,13,1.8,"253,559","180,423,278",706,728,691,"52,568,121,894",0.0,"73,112,826","922,930",1.26
032750,삼진,"8,760",-10,-0.1,"17,529","152,691,530","8,790","8,800","8,610","52,560,000,000",0.0,"6,000,000","150,328",2.51
043290,케이맥,"1,440",55,4.0,"164,806","232,297,915","1,385","1,445","1,370","52,545,816,000",0.0,"36,490,150","892,297",2.45
024830,세원물산,"6,280",0,0.0,0,0,0,0,0,"52,438,000,000",0.0,"8,350,000","212,390",2.54
000440,중앙에너비스,"8,420",130,1.6,"48,248","403,479,880","8,160","8,530","8,160","52,432,434,600",0.0,"6,227,130","149,826",2.41
037440,희림,"3,765",0,0.0,"9,733","36,493,805","3,810","3,810","3,730","52,418,118,375",0.0,"13,922,475","108,792",0.78
208370,셀바스헬스케어,"2,415",-65,-2.6,"118,257","288,892,160","2,575","2,575","2,380","52,358,562,060",0.0,"21,680,564","156,171",0.72
005670,푸드웰,"5,230",50,1.0,"69,534","363,012,890","5,180","5,440","5,090","52,300,000,000",0.0,"10,000,000","238,485",2.38
168330,내츄럴엔도텍,"2,525",0,0.0,0,0,0,0,0,"52,181,200,550",0.0,"20,665,822","762,637",3.69
036090,위지트,618,-2,-0.3,"140,573","87,117,691",619,630,615,"51,907,665,348",0.0,"83,992,986","2,301,503",2.74
290660,네오펙트,"4,315",30,0.7,"59,414","257,923,790","4,305","4,390","4,285","51,806,084,175",0.0,"12,006,045","131,387",1.09
007120,미래아이앤지,400,-31,-7.2,"10,479,568","4,284,271,568",431,432,390,"51,793,659,200",0.0,"129,484,148","3,022,139",2.33
258830,세종메디칼,"7,630",-150,-1.9,"16,023","122,903,350","7,670","7,830","7,510","51,714,163,830",0.0,"6,777,741","83,899",1.24
318000,한국바이오젠,"6,360",-80,-1.2,"130,441","847,964,620","6,490","6,650","6,330","51,705,687,000",0.0,"8,129,825","73,909",0.91
246960,이노테라피,"10,250",-350,-3.3,"48,010","496,423,950","10,600","10,700","10,200","51,702,886,000",0.0,"5,044,184","88,446",1.75
006370,대구백화점,"4,770",-65,-1.3,"12,472","59,945,980","4,835","4,890","4,770","51,619,084,470",0.0,"10,821,611","61,404",0.57
046110,한일네트웍스,"4,315",-65,-1.5,"55,226","235,519,160","4,380","4,380","4,185","51,582,489,505",0.0,"11,954,227","215,088",1.8
204020,그리티,"2,560",-10,-0.4,"104,932","267,739,205","2,570","2,600","2,520","51,577,420,800",0.0,"20,147,430","590,301",2.93
086060,진바이오텍,"5,990",130,2.2,"863,760","5,142,228,740","5,860","6,060","5,760","51,577,416,130",0.0,"8,610,587","388,041",4.51
073540,에프알텍,"4,520",-60,-1.3,"99,425","451,985,960","4,620","4,650","4,450","51,528,000,000",0.0,"11,400,000","384,228",3.37
006660,삼성공조,"6,340",60,1.0,"3,389","21,447,210","6,400","6,400","6,270","51,520,830,760",0.0,"8,126,314","699,892",8.61
039420,케이엘넷,"2,130",-20,-0.9,"90,785","193,421,465","2,180","2,180","2,110","51,449,574,900",0.0,"24,154,730","582,996",2.41
013360,일성건설,949,16,1.7,"173,973","164,020,379",954,955,928,"51,269,611,120",0.0,"54,024,880","35,155,977",65.07
106520,디지탈옵틱,560,14,2.6,"577,851","315,209,554",539,560,536,"51,219,065,520",0.0,"91,462,617","2,489,658",2.72
012340,뉴인텍,"1,700",-30,-1.7,"325,384","551,954,080","1,730","1,730","1,665","51,075,653,400",0.0,"30,044,502","125,711",0.42
005010,휴스틸,"6,680",90,1.4,"9,403","61,993,080","6,560","6,700","6,500","50,912,742,240",0.0,"7,621,668","229,527",3.01
036690,코맥스,"3,390",45,1.4,"43,976","149,255,115","3,345","3,405","3,315","50,822,090,130",0.0,"14,991,767","297,651",1.99
079970,투비소프트,"1,595",-10,-0.6,"166,562","263,379,025","1,600","1,615","1,550","50,728,791,575",0.0,"31,804,885","592,380",1.86
115530,씨엔플러스,839,0,0.0,0,0,0,0,0,"50,419,474,275",0.0,"60,094,725","89,091",0.15
099410,동방선기,"3,720",-25,-0.7,"846,321","3,237,350,660","3,800","3,970","3,720","50,372,527,440",0.0,"13,541,002",0,0.0
067920,이글루시큐리티,"4,575",-70,-1.5,"36,465","169,634,370","4,645","4,705","4,550","50,307,244,425",0.0,"10,996,119","136,225",1.24
013000,세우글로벌,"1,750",5,0.3,"369,027","647,659,680","1,735","1,785","1,730","50,233,804,250",0.0,"28,705,031","342,348",1.19
010240,흥국,"4,070",-20,-0.5,"39,017","159,213,895","4,090","4,150","4,055","50,153,372,720",0.0,"12,322,696","340,236",2.76
307180,아이엘사이언스,"2,385",250,11.7,"2,995,439","7,130,556,015","2,140","2,520","2,110","50,078,496,105",0.0,"20,997,273","192,054",0.91
039980,리노스,"1,205",0,0.0,"94,192","113,447,385","1,220","1,220","1,185","50,056,430,230",0.0,"41,540,606","1,575,361",3.79
038950,파인디지털,"4,885",-65,-1.3,"17,128","83,619,440","4,940","4,990","4,825","49,879,587,025",0.0,"10,210,765","100,803",0.99
147760,마이크로프랜드,"4,605",-15,-0.3,"152,367","698,207,080","4,635","4,700","4,515","49,825,482,930",0.0,"10,819,866","139,766",1.29
136510,쎄미시스코,"8,880",180,2.1,"77,899","693,041,920","8,700","9,100","8,610","49,583,140,560",0.0,"5,583,687","187,026",3.35
123750,알톤스포츠,"3,890",45,1.2,"141,122","538,896,695","3,810","3,890","3,730","49,583,095,330",0.0,"12,746,297","612,170",4.8
009810,엔케이물산,593,1,0.2,"263,813","156,161,207",592,607,583,"49,562,007,804",0.0,"83,578,428","1,975,598",2.36
049550,잉크테크,"3,090",-50,-1.6,"19,022","58,453,265","3,140","3,140","3,005","49,501,589,880",0.0,"16,019,932","108,130",0.67
014100,메디앙스,"4,195",0,0.0,0,0,0,0,0,"49,501,000,000",0.0,"11,800,000","601,532",5.1
080520,오디텍,"4,210",-55,-1.3,"46,613","195,131,575","4,260","4,260","4,145","49,453,223,890",0.0,"11,746,609","551,705",4.7
226440,한송네오텍,"1,215",60,5.2,"975,942","1,173,924,365","1,165","1,240","1,145","49,316,610,645",0.0,"40,589,803","1,895,215",4.67
052220,iMBC,"2,140",35,1.7,"34,444","73,177,985","2,150","2,175","2,090","49,220,000,000",0.0,"23,000,000","241,169",1.05
106080,하이소닉,"3,330",0,0.0,0,0,0,0,0,"49,168,439,010",0.0,"14,765,297","16,083",0.11
246720,아스타,"4,270",-70,-1.6,"23,333","99,791,830","4,340","4,400","4,230","49,030,373,210",0.0,"11,482,523","130,223",1.13
079650,서산,"2,445",145,6.3,"259,125","632,764,995","2,440","2,650","2,365","48,900,000,000",0.0,"20,000,000","364,307",1.82
048470,대동스틸,"4,885",-15,-0.3,"62,721","305,351,385","4,910","4,980","4,790","48,850,000,000",0.0,"10,000,000","161,773",1.62
224110,에이텍티앤,"9,130",20,0.2,"118,761","1,090,813,800","9,110","9,690","9,000","48,754,200,000",0.0,"5,340,000","208,133",3.9
053110,소리바다,508,-4,-0.8,"1,277,635","641,374,473",515,517,497,"48,741,068,888",0.0,"95,946,986","585,042",0.61
078650,코렌,"1,090",5,0.5,"429,294","471,127,365","1,095","1,115","1,075","48,696,156,570",0.0,"44,675,373","963,338",2.16
008775,호텔신라우,"64,700","4,100",6.8,"118,380","7,726,671,800","61,000","68,700","61,000","48,646,571,300",0.0,"751,879","44,321",5.89
039310,세중,"2,680",-10,-0.4,"147,940","393,958,230","2,690","2,710","2,625","48,566,067,560",0.0,"18,121,667","290,835",1.6
010400,우진아이엔에스,"6,360",-80,-1.2,"15,266","96,976,570","6,320","6,430","6,260","48,475,920,000",0.0,"7,622,000","38,499",0.51
263860,지니언스,"5,130",100,2.0,"55,100","278,431,960","5,030","5,170","4,960","48,450,798,000",0.0,"9,444,600","73,243",0.78
063760,이엘피,"9,860",130,1.3,"53,882","527,578,480","9,720","9,910","9,530","48,417,530,000",0.0,"4,910,500","126,193",2.57
129260,인터지스,"1,625",0,0.0,"34,668","55,411,065","1,625","1,625","1,585","48,340,295,250",0.0,"29,747,874","251,675",0.85
227610,아우딘퓨쳐스,"4,830",0,0.0,"14,558","69,986,510","4,830","4,855","4,535","48,300,000,000",0.0,"10,000,000","506,869",5.07
204840,지엘팜텍,"1,080",-10,-0.9,"1,341,113","1,498,935,645","1,085","1,170","1,075","48,259,068,840",0.0,"44,684,323","1,048,841",2.35
049120,파인디앤씨,"1,830",130,7.6,"698,388","1,239,516,180","1,760","1,830","1,665","48,238,697,520",0.0,"26,359,944","210,002",0.8
317770,슈프리마아이디,"15,900",0,0.0,"11,144","175,444,850","15,600","16,000","15,500","48,209,118,000",0.0,"3,032,020","10,913",0.36
007630,폴루스바이오팜,"1,225",0,0.0,0,0,0,0,0,"48,156,675,700",0.0,"39,311,572","874,815",2.23
217620,디딤,"1,300",-10,-0.8,"43,761","57,266,435","1,295","1,340","1,290","48,102,476,500",0.0,"37,001,905","6,663,105",18.01
221980,케이디켐,"11,900",0,0.0,"1,233","14,692,050","12,000","12,000","11,850","48,014,120,000",0.0,"4,034,800","9,705",0.24
080470,성창오토텍,"6,570",-100,-1.5,"44,452","292,441,640","6,710","6,740","6,540","47,961,000,000",0.0,"7,300,000","545,343",7.47
178780,유테크,"1,900",160,9.2,"644,815","1,205,649,415","1,740","1,945","1,735","47,905,942,600",0.0,"25,213,654","301,163",1.19
270520,지엔원에너지,"1,630",25,1.6,"169,309","274,639,070","1,605","1,675","1,575","47,897,248,450",0.0,"29,384,815","65,309",0.22
213090,미래테크놀로지,"7,800",110,1.4,"2,526","19,540,300","7,620","7,980","7,570","47,742,146,400",0.0,"6,120,788","19,347",0.32
176750,듀켐바이오,"5,380",180,3.5,"2,667","14,230,090","5,490","5,500","5,200","47,659,736,060",0.0,"8,858,687","6,100",0.07
019180,티에이치엔,"2,640",25,1.0,"167,487","431,486,010","2,630","2,665","2,535","47,520,000,000",0.0,"18,000,000","564,789",3.14
260870,시그넷이브이,"9,970",310,3.2,"12,049","120,358,050","9,990","10,050","9,700","47,433,281,970",0.0,"4,757,601",0,0.0
234920,자이글,"3,500",15,0.4,"35,501","124,738,130","3,590","3,600","3,470","47,358,185,000",0.0,"13,530,910","137,223",1.01
032580,피델릭스,"1,800",-10,-0.6,"171,671","309,373,580","1,795","1,830","1,775","47,339,758,800",0.0,"26,299,866","5,779,659",21.98
053290,NE능률,"2,945",15,0.5,"111,916","328,205,405","2,960","3,000","2,900","47,332,148,965",0.0,"16,072,037","70,208",0.44
128660,피제이메탈,"1,905",5,0.3,"15,741","29,974,295","1,920","1,935","1,890","47,250,417,945",0.0,"24,803,369","235,694",0.95
027580,상보,"1,005",18,1.8,"651,028","645,383,127",987,"1,015",973,"46,931,486,985",0.0,"46,697,997","915,424",1.96
317870,엔바이오니아,"6,260",50,0.8,"63,422","395,137,980","6,200","6,310","6,170","46,859,574,300",0.0,"7,485,555","57,369",0.77
290270,휴네시온,"4,875",-70,-1.4,"92,109","454,682,635","5,060","5,060","4,850","46,837,401,000",0.0,"9,607,672","105,320",1.1
008370,원풍,"3,900",40,1.0,"11,180","43,337,750","3,860","3,900","3,855","46,800,000,000",0.0,"12,000,000","186,284",1.55
008110,대동전자,"4,460",-135,-2.9,"42,826","192,532,340","4,525","4,595","4,450","46,787,393,620",0.0,"10,490,447","4,387,091",41.82
046970,우리로,"1,700",-15,-0.9,"211,921","360,317,060","1,700","1,720","1,690","46,783,286,000",0.0,"27,519,580","426,735",1.55
002710,TCC스틸,"2,030",0,0.0,"117,814","241,531,310","2,075","2,095","2,000","46,690,000,000",0.0,"23,000,000","251,819",1.09
215480,토박스코리아,"1,140",30,2.7,"1,065,678","1,206,714,180","1,120","1,155","1,110","46,653,846,780",0.0,"40,924,427","6,430,115",15.71
277410,인산가,"1,760",-5,-0.3,"172,927","305,369,205","1,790","1,790","1,735","46,653,817,760",0.0,"26,507,851","707,849",2.67
105330,케이엔더블유,"8,180",-240,-2.8,"16,634","137,105,030","8,420","8,420","8,130","46,309,818,460",0.0,"5,661,347","55,508",0.98
035460,기산텔레콤,"3,175",295,10.2,"3,300,132","10,159,506,725","2,885","3,290","2,780","46,283,054,500",0.0,"14,577,340","97,469",0.67
066910,손오공,"1,720",15,0.9,"279,088","475,309,320","1,710","1,725","1,680","46,261,396,920",0.0,"26,896,161","438,881",1.63
117730,티로보틱스,"8,290",-110,-1.3,"15,878","132,168,180","8,380","8,470","8,200","46,253,466,410",0.0,"5,579,429","158,984",2.85
101400,엔시트론,"1,665",-60,-3.5,"337,200","558,258,970","1,680","1,710","1,615","46,114,805,700",0.0,"27,696,580","100,176",0.36
091970,나노캠텍,"1,790",5,0.3,"174,818","312,916,195","1,810","1,820","1,770","46,012,180,910",0.0,"25,705,129","1,053,924",4.1
272110,케이엔제이,"7,290",-60,-0.8,"29,578","215,844,990","7,390","7,440","7,130","45,966,599,280",0.0,"6,305,432","37,852",0.6
054540,삼영엠텍,"3,530",0,0.0,"137,987","486,662,885","3,530","3,570","3,500","45,890,000,000",0.0,"13,000,000","199,254",1.53
003465,유화증권우,"2,625",195,8.0,"170,175","454,119,660","2,440","2,750","2,360","45,875,615,625",0.0,"17,476,425",0,0.0
310200,애니플러스,"1,640",-35,-2.1,"345,886","573,362,595","1,650","1,725","1,640","45,784,599,960",0.0,"27,917,439","41,488",0.15
208710,바이오로그디바이스,"1,585",20,1.3,"73,737","116,101,760","1,565","1,610","1,550","45,759,515,845",0.0,"28,870,357","487,464",1.69
228180,티씨엠생명과학,"14,000",0,0.0,762,"10,452,200","13,550","14,000","13,550","45,730,580,000",0.0,"3,266,470","260,000",7.96
078940,코드네이처,"1,515",-155,-9.3,"796,841","1,212,536,600","1,625","1,655","1,440","45,679,686,120",0.0,"30,151,608","169,266",0.56
025820,이구산업,"1,365",5,0.4,"130,162","177,162,735","1,360","1,400","1,335","45,648,330,000",0.0,"33,442,000","478,368",1.43
089530,에이티세미콘,515,-2,-0.4,"306,848","157,560,701",525,525,508,"45,585,643,180",0.0,"88,515,812","565,373",0.64
080530,코디,"2,010",-15,-0.7,"183,915","368,508,690","2,065","2,065","1,980","45,484,852,800",0.0,"22,629,280","108,432",0.48
228340,동양파일,"2,270",-90,-3.8,"44,561","102,902,975","2,410","2,410","2,255","45,400,000,000",0.0,"20,000,000","242,995",1.21
065770,CS,"2,410",70,3.0,"96,446","229,336,780","2,395","2,410","2,325","45,392,711,500",0.0,"18,835,150","231,916",1.23
114190,강원,"2,500",0,0.0,0,0,0,0,0,"45,387,277,500",0.0,"18,154,911","122,081",0.67
007280,한국특수형강,"1,400",0,0.0,"115,915","162,495,970","1,385","1,435","1,360","45,294,886,000",0.0,"32,353,490","233,909",0.72
153490,우리이앤엘,905,-6,-0.7,"92,946","83,435,348",907,911,885,"45,159,500,000",0.0,"49,900,000","1,403,797",2.81
900280,골든센츄리,284,2,0.7,"558,158","157,550,646",281,288,278,"45,093,520,000",0.0,"158,780,000","57,407,975",36.16
251280,안지오랩,"20,000",0,0.0,78,"1,503,950","19,950","20,000","18,500","45,007,200,000",0.0,"2,250,360",0,0.0
060540,에스에이티,"1,720",15,0.9,"67,488","115,339,170","1,705","1,730","1,690","44,949,286,320",0.0,"26,133,306","785,259",3.0
002870,신풍제지,"1,285",25,2.0,"20,580","26,064,295","1,270","1,285","1,250","44,921,929,500",0.0,"34,958,700","177,978",0.51
082850,우리바이오,"1,000",-10,-1.0,"67,998","68,125,194","1,005","1,020",998,"44,917,878,000",0.0,"44,917,878","418,488",0.93
006920,모헨즈,"4,090",55,1.4,"53,655","218,149,920","4,035","4,160","4,015","44,662,800,000",0.0,"10,920,000","215,574",1.97
226400,오스테오닉,"5,280",-210,-3.8,"240,725","1,279,803,400","5,490","5,520","5,190","44,660,700,480",0.0,"8,458,466","100,040",1.18
054930,유신,"14,850",50,0.3,"67,862","1,047,677,300","14,750","16,550","14,550","44,550,000,000",0.0,"3,000,000","67,614",2.25
147830,제룡산업,"4,450",50,1.1,"44,616","197,150,460","4,400","4,555","4,370","44,500,000,000",0.0,"10,000,000","142,455",1.42
109080,옵티시스,"7,880",180,2.3,"31,418","248,853,190","7,800","8,060","7,760","44,411,680,000",0.0,"5,636,000","61,698",1.09
089850,유비벨록스,"6,240",-20,-0.3,"56,590","354,840,460","6,260","6,420","6,180","44,401,949,280",0.0,"7,115,697","84,291",1.18
000760,이화산업,"15,850","1,550",10.8,"70,062","1,134,957,600","14,550","18,000","14,550","44,380,000,000",0.0,"2,800,000",253,0.01
105550,트루윈,"3,695",-95,-2.5,"255,802","955,863,310","3,730","4,095","3,590","44,233,070,395",0.0,"11,971,061","11,088",0.09
011700,한신기계,"1,355",15,1.1,"167,054","224,890,550","1,345","1,360","1,335","43,964,534,605",0.0,"32,446,151","2,817,191",8.68
025950,동신건설,"5,230",50,1.0,"54,811","284,479,200","5,130","5,290","5,100","43,932,000,000",0.0,"8,400,000","159,155",1.89
050320,에이앤티앤,"1,385",0,0.0,0,0,0,0,0,"43,851,537,600",0.0,"31,661,760","165,778",0.52
208140,정다운,"2,130",-15,-0.7,"63,421","135,489,000","2,145","2,165","2,115","43,728,525,120",0.0,"20,529,824","753,162",3.67
001810,무림SP,"1,975",-30,-1.5,"26,740","52,704,155","1,985","1,995","1,960","43,721,562,500",0.0,"22,137,500","842,890",3.81
006880,신송홀딩스,"3,695",-25,-0.7,"8,110","30,001,825","3,770","3,770","3,635","43,707,630,310",0.0,"11,828,858","203,615",1.72
010770,평화홀딩스,"2,985",-35,-1.2,"16,437","49,057,720","3,020","3,115","2,850","43,657,016,010",0.0,"14,625,466","2,168,132",14.82
033050,제이엠아이,"1,340",0,0.0,"147,138","196,327,965","1,340","1,355","1,320","43,656,318,280",0.0,"32,579,342","519,254",1.59
258790,소프트캠프,"1,745",-20,-1.1,"89,079","156,040,015","1,760","1,790","1,710","43,609,790,580",0.0,"24,991,284","36,119",0.14
001020,페이퍼코리아,"1,240",50,4.2,"49,665","61,862,100","1,195","1,285","1,195","43,606,187,200",0.0,"35,166,280","148,863",0.42
023350,한국종합기술,"3,980",15,0.4,"11,280","44,652,995","3,965","4,005","3,930","43,581,000,000",0.0,"10,950,000","149,958",1.37
040610,SG&G,"1,275",25,2.0,"45,554","57,783,075","1,250","1,290","1,235","43,461,174,900",0.0,"34,087,196","557,046",1.63
019540,일지테크,"3,215",-70,-2.1,"104,657","339,059,060","3,315","3,315","3,210","43,445,902,500",0.0,"13,513,500","420,097",3.11
092300,현우산업,"2,830",-5,-0.2,"99,828","281,087,110","2,825","2,845","2,780","43,306,151,410",0.0,"15,302,527","152,852",1.0
131180,딜리,"1,475",15,1.0,"19,730","28,702,830","1,460","1,485","1,445","43,291,250,000",0.0,"29,350,000","4,631,118",15.78
086250,이노와이즈,"1,405",0,0.0,0,0,0,0,0,"43,288,294,470",0.0,"30,810,174","125,196",0.41
052600,한네트,"3,725",130,3.6,"6,902,202","27,439,363,265","3,595","4,265","3,460","43,074,782,500",0.0,"11,563,700","136,571",1.18
003925,남양유업우,"258,000","59,500",30.0,"10,262","2,552,725,000","230,000","258,000","229,500","42,998,796,000",0.0,"166,662","133,989",80.4
317850,대모,"5,160",-110,-2.1,"68,752","358,969,910","5,330","5,330","5,140","42,954,007,200",0.0,"8,324,420","29,420",0.35
031510,오스템,"1,650",35,2.2,"70,704","114,575,350","1,615","1,650","1,600","42,900,000,000",0.0,"26,000,000","1,534,209",5.9
000885,한화우,"89,500","20,600",29.9,"239,429","20,422,204,700","80,000","89,500","75,800","42,896,813,000",0.0,"479,294","2,879",0.6
043710,서울리거,"1,255",-20,-1.6,"178,999","224,475,455","1,275","1,300","1,220","42,851,344,990",0.0,"34,144,498","500,926",1.47
020180,대신정보통신,"1,115",-5,-0.4,"466,555","518,582,075","1,120","1,130","1,100","42,848,240,225",0.0,"38,428,915","327,994",0.85
067010,이씨에스,"3,485",90,2.6,"311,834","1,079,540,000","3,395","3,515","3,375","42,844,590,000",0.0,"12,294,000","213,443",1.74
070590,한솔인티큐브,"3,085",-50,-1.6,"110,581","343,392,800","3,140","3,180","3,065","42,818,322,285",0.0,"13,879,521","269,866",1.94
094970,제이엠티,"2,555",15,0.6,"73,067","186,361,345","2,530","2,585","2,530","42,791,753,200",0.0,"16,748,240","980,958",5.86
046310,백금T&A,"2,660",-25,-0.9,"268,271","720,620,840","2,700","2,770","2,645","42,783,799,100",0.0,"16,084,135","621,316",3.86
006110,삼아알미늄,"3,885",105,2.8,"20,322","77,498,165","3,785","3,885","3,725","42,735,000,000",0.0,"11,000,000","3,733,763",33.94
059120,아진엑스텍,"6,150",-90,-1.4,"33,185","202,632,520","6,240","6,250","6,000","42,717,377,250",0.0,"6,945,915","122,178",1.76
007610,선도전기,"2,370",-25,-1.0,"93,425","222,759,345","2,395","2,435","2,325","42,660,000,000",0.0,"18,000,000","387,016",2.15
114630,우노앤컴퍼니,"3,130",30,1.0,"33,322","103,077,875","3,090","3,180","3,045","42,486,510,450",0.0,"13,573,965","2,254,980",16.61
054940,엑사이엔씨,"1,280",35,2.8,"286,390","357,472,030","1,245","1,280","1,230","42,462,141,440",0.0,"33,173,548","1,305,727",3.94
131220,대한과학,"5,690",-100,-1.7,"102,426","581,863,130","5,780","5,810","5,580","42,416,048,100",0.0,"7,454,490","814,545",10.93
127160,매직마이크로,689,6,0.9,"363,563","249,453,549",694,697,676,"42,366,832,547",0.0,"61,490,323","3,959,213",6.44
003780,진양산업,"3,255",15,0.5,"91,118","294,750,495","3,240","3,270","3,200","42,315,000,000",0.0,"13,000,000","713,925",5.49
051390,YW,"3,725",0,0.0,"11,642","43,510,620","3,725","3,800","3,690","42,298,745,800",0.0,"11,355,368","58,495",0.52
030350,드래곤플라이,"2,640",-70,-2.6,"143,833","379,940,295","2,665","2,695","2,605","42,262,416,240",0.0,"16,008,491","324,253",2.03
030720,동원수산,"9,050",50,0.6,"49,762","449,861,070","9,100","9,180","8,900","42,116,935,250",0.0,"4,653,805","281,998",6.06
002820,선창산업,"3,320",15,0.4,"6,261","20,586,945","3,305","3,370","3,260","41,858,523,480",0.0,"12,607,989","117,910",0.94
104040,대성파인텍,"1,335",45,3.5,"578,961","761,429,875","1,290","1,340","1,275","41,787,210,135",0.0,"31,301,281","846,420",2.7
003720,삼영화학,"1,225",-15,-1.2,"53,571","65,372,385","1,225","1,240","1,210","41,650,000,000",0.0,"34,000,000","753,430",2.22
003310,대주산업,"1,175",-15,-1.3,"137,169","162,065,025","1,180","1,200","1,170","41,586,011,250",0.0,"35,392,350","1,465,193",4.14
048770,TPC,"3,080",-10,-0.3,"36,161","110,583,690","3,100","3,120","3,000","41,519,250,080",0.0,"13,480,276","185,631",1.38
050090,휘닉스소재,523,2,0.4,"175,229","91,123,546",521,532,515,"41,389,666,666",0.0,"79,138,942","1,271,960",1.61
045890,GV,911,-53,-5.5,"2,110,863","1,983,211,660",995,995,909,"41,367,976,154",0.0,"45,409,414","335,249",0.74
060260,뉴보텍,"1,235",0,0.0,"241,255","300,092,295","1,235","1,275","1,225","41,290,681,250",0.0,"33,433,750","959,315",2.87
004100,태양금속,"1,125",-5,-0.4,"192,748","216,063,455","1,140","1,140","1,105","41,287,500,000",0.0,"36,700,000","1,127,942",3.07
065420,에스아이리소스,639,0,0.0,0,0,0,0,0,"41,281,932,996",0.0,"64,603,964","6,140,921",9.51
336040,이도바이오,"17,600",-200,-1.1,771,"13,627,800","17,950","18,000","17,600","41,218,760,000",0.0,"2,341,975",0,0.0
123700,SJM,"2,640",35,1.3,"5,632","14,586,685","2,605","2,645","2,575","41,196,930,720",0.0,"15,604,898","1,990,194",12.75
150900,파수,"4,085",105,2.6,"48,154","194,125,045","4,020","4,100","3,870","41,034,049,675",0.0,"10,045,055","328,015",3.27
039240,경남스틸,"1,640",70,4.5,"114,809","181,961,080","1,570","1,640","1,545","41,000,000,000",0.0,"25,000,000","161,535",0.65
053050,지에스이,"1,365",0,0.0,"62,948","85,713,645","1,360","1,370","1,350","40,933,069,905",0.0,"29,987,597","1,370,038",4.57
154030,아시아종묘,"4,290",50,1.2,"97,769","418,268,500","4,360","4,360","4,200","40,886,840,280",0.0,"9,530,732","307,728",3.23
009180,한솔로지스틱스,"1,485",25,1.7,"244,447","361,668,920","1,460","1,510","1,445","40,803,976,125",0.0,"27,477,425","1,802,352",6.56
101930,인화정공,"4,370",100,2.3,"77,319","338,024,900","4,380","4,495","4,265","40,779,550,850",0.0,"9,331,705","38,811",0.42
075130,플랜티넷,"4,525",15,0.3,"8,442","38,188,275","4,635","4,635","4,490","40,544,000,000",0.0,"8,960,000","220,825",2.46
024840,KBI메탈,"1,230",25,2.1,"103,386","126,596,410","1,205","1,265","1,200","40,529,543,040",0.0,"32,950,848","1,163,078",3.53
302920,더콘텐츠온,"8,900","-1,550",-14.8,118,"1,180,200","10,200","10,200","8,900","40,515,995,100",0.0,"4,552,359",0,0.0
023810,인팩,"4,045",-20,-0.5,"18,530","74,143,960","4,065","4,075","3,950","40,450,000,000",0.0,"10,000,000","1,132,008",11.32
050960,수산아이앤티,"5,990",-10,-0.2,"6,814","40,674,800","6,000","6,000","5,910","40,438,490,000",0.0,"6,751,000","49,783",0.74
219130,타이거일렉,"6,400",80,1.3,"45,427","295,262,670","6,320","6,640","6,250","40,411,456,000",0.0,"6,314,290","747,459",11.84
215090,이디티,"1,545",260,20.2,"11,582,688","16,762,941,315","1,290","1,585","1,225","40,393,603,215",0.0,"26,144,727","150,403",0.58
021650,한국큐빅,"2,470",0,0.0,"37,554","93,188,230","2,480","2,500","2,455","40,385,890,610",0.0,"16,350,563","862,046",5.27
263810,상신전자,"2,830",25,0.9,"76,603","213,661,475","2,805","2,830","2,725","40,312,551,940",0.0,"14,244,718","137,028",0.96
096300,베트남개발1,291,-3,-1.0,"64,501","18,747,106",297,297,286,"40,064,941,401",0.0,"137,680,211","217,438",0.16
208350,지란지교시큐리티,"5,150",10,0.2,"8,603","44,279,480","5,150","5,200","5,100","40,038,844,950",0.0,"7,774,533","289,245",3.72
002680,한탑,"1,795",-10,-0.6,"26,758","47,722,960","1,795","1,815","1,775","40,027,516,340",0.0,"22,299,452","250,097",1.12
075970,동국알앤에스,"2,170",30,1.4,"97,322","211,367,575","2,140","2,210","2,140","39,928,000,000",0.0,"18,400,000","431,928",2.35
072130,유엔젤,"3,020",-60,-2.0,"46,391","142,075,660","3,065","3,115","3,000","39,850,271,080",0.0,"13,195,454","784,337",5.94
079950,인베니아,"1,715",45,2.7,"161,368","282,223,865","1,670","1,825","1,645","39,788,000,000",0.0,"23,200,000","221,635",0.96
056090,유앤아이,"5,120",0,0.0,"20,263","103,753,980","5,070","5,220","5,000","39,756,257,280",0.0,"7,764,894","161,381",2.08
025530,SJM홀딩스,"2,660",25,1.0,"4,059","10,711,900","2,630","2,685","2,610","39,724,461,280",0.0,"14,934,008","893,725",5.98
155900,바다로19호,"2,610",-15,-0.6,"6,051","15,835,445","2,625","2,630","2,610","39,672,010,440",0.0,"15,200,004",0,0.0
203450,유니온커뮤니티,"2,695",-85,-3.1,"64,723","175,968,420","2,780","2,780","2,690","39,559,923,865",0.0,"14,679,007","2,726,137",18.57
085910,네오티스,"3,580",-30,-0.8,"22,188","79,434,545","3,605","3,605","3,550","39,428,967,240",0.0,"11,013,678","1,006,352",9.14
038620,위즈코프,"1,010",5,0.5,"112,450","112,533,007",996,"1,010",995,"39,219,079,720",0.0,"38,830,772","2,141,340",5.51
060480,국일신동,"3,530",-55,-1.5,"74,012","263,967,575","3,600","3,640","3,525","39,147,700,000",0.0,"11,090,000","256,809",2.32
